00BS               20080912                                                                                   
0601BSA4d       20090101026000100001000000 0400000000003268   
0601BSA4d       20090101027000100001000000 0400000000003271   
0601BSA4d       20090101028000100001000000 0400000000003274   
0601BSA4d       20090101029000100001000000 0400000000003277   
0601BSA4d       20090101030000100001000000 0400000000003280   
0601BSA4d       20090101031000100001000000 0400000000003282   
0601BSA4d       20090101032000100001000000 0400000000003284   
0601BSA4d       20090101033000100001000000 0400000000003286   
0601BSA4d       20090101034000100001000000 0400000000003288   
0601BSA4d       20090101035000100001000000 0400000000003290   
0601BSA4d       20090101036000100001000000 0400000000003292   
0601BSA4d       20090101037000100001000000 0400000000003294   
0601BSA4d       20090101038000100001000000 0400000000003295   
0601BSA4d       20090101039000100001000000 0400000000003297   
0601BSA4d       20090101040000100001000000 0400000000003298   
0601BSA4d       20090101041000100001000000 0400000000003299   
0601BSA4d       20090101042000100001000000 0400000000003301   
0601BSA4d       20090101043000100001000000 0400000000003302   
0601BSA4d       20090101044000100001000000 0400000000003303   
0601BSA4d       20090101045000100001000000 0400000000003304   
0601BSA4d       20090101046000100001000000 0400000000003305   
0601BSA4d       20090101047000100001000000 0400000000003306   
0601BSA4d       20090101048000100001000000 0400000000003307   
0601BSA4d       20090101049000100001000000 0400000000003308   
0601BSA4d       20090101050000100001000000 0400000000003309   
0601BSA4d       20090101051000100001000000 0400000000003310   
0601BSA4d       20090101052000100001000000 0400000000003311   
0601BSA4d       20090101053000100001000000 0400000000003312   
0601BSA4d       20090101054000100001000000 0400000000003313   
0601BSA4d       20090101055000100001000000 0400000000003313   
0601BSA4d       20090101056000100001000000 0400000000003314   
0601BSA4d       20090101057000100001000000 0400000000003315   
0601BSA4d       20090101058000100001000000 0400000000003315   
0601BSA4d       20090101059000100001000000 0400000000003316   
0601BSA4d       20090101060000100010000000 0400000000003319   
0601BSA4d       20090101070000100010000000 0400000000003324   
0601BSA4d       20090101080000100010000000 0400000000003328   
0601BSA4d       20090101090000100010000000 0400000000003330   
0601BSA4d       20090101100000100010000000 0400000000003333   
0601BSA5d       20090101000000100000110000 0500000000000000   
0601BSA5d       20090101000110100000010000 0500000000000000   
0601BSA5d       20090101000120100000010000 0500000000000000   
0601BSA5d       20090101000130100000010000 0500000000000000   
0601BSA5d       20090101000140100000010000 0500000000000000   
0601BSA5d       20090101000150100000010000 0500000000000000   
0601BSA5d       20090101000160100000010000 0500000000000000   
0601BSA5d       20090101000170100000010000 0500000000000000   
0601BSA5d       20090101000180100000010000 0500000000000000   
0601BSA5d       20090101000190100000010000 0500000000000000   
0601BSA5d       20090101000200100000010000 0500000000000000   
0601BSA5d       20090101000210100000010000 0500000000000000   
0601BSA5d       20090101000220100000010000 0500000000000000   
0601BSA5d       20090101000230100000010000 0500000000000000   
0601BSA5d       20090101000240100000010000 0500000000000000   
0601BSA5d       20090101000250100000010000 0500000000000000   
0601BSA5d       20090101000260100000010000 0500000000000000   
0601BSA5d       20090101000270100000010000 0500000000000000   
0601BSA5d       20090101000280100000010000 0500000000000000   
0601BSA5d       20090101000290100000010000 0500000000000000   
0601BSA5d       20090101000300100000010000 0500000000000000   
0601BSA5d       20090101000310100000010000 0500000000000000   
0601BSA5d       20090101000320100000010000 0500000000000000   
0601BSA5d       20090101000330100000010000 0500000000000000   
0601BSA5d       20090101000340100000010000 0500000000000000   
0601BSA5d       20090101000350100000010000 0500000000000000   
0601BSA5d       20090101000360100000010000 0500000000000000   
0601BSA5d       20090101000370100000010000 0500000000000000   
0601BSA5d       20090101000380100000010000 0500000000000000   
0601BSA5d       20090101000390100000010000 0500000000000000   
0601BSA5d       20090101000400100000010000 0500000000000000   
0601BSA5d       20090101000410100000010000 0500000000000000   
0601BSA5d       20090101000420100000010000 0500000000000000   
0601BSA5d       20090101000430100000010000 0500000000000000   
0601BSA5d       20090101000440100000010000 0500000000000000   
0601BSA5d       20090101000450100000010000 0500000000000000   
0601BSA5d       20090101000460100000010000 0500000000000000   
0601BSA5d       20090101000470100000010000 0500000000000000   
0601BSA5d       20090101000480100000010000 0500000000000000   
0601BSA5d       20090101000490100000010000 0500000000000000   
0601BSA5d       20090101000500100000010000 0500000000000000   
0601BSA5d       20090101000510100000010000 0500000000000000   
0601BSA5d       20090101000520100000010000 0500000000000000   
0601BSA5d       20090101000530100000010000 0500000000000000   
0601BSA5d       20090101000540100000010000 0500000000000000   
0601BSA5d       20090101000550100000010000 0500000000000000   
0601BSA5d       20090101000560100000010000 0500000000000000   
0601BSA5d       20090101000570100000010000 0500000000000000   
0601BSA5d       20090101000580100000010000 0500000000000000   
0601BSA5d       20090101000590100000010000 0500000000000000   
0601BSA5d       20090101000600100000010000 0500000000000000   
0601BSA5d       20090101000610100000010000 0500000000000004   
0601BSA5d       20090101000620100000010000 0500000000000005   
0601BSA5d       20090101000630100000010000 0500000000000006   
0601BSA5d       20090101000640100000010000 0500000000000007   
0601BSA5d       20090101000650100000010000 0500000000000007   
0601BSA5d       20090101000660100000010000 0500000000000008   
0601BSA5d       20090101000670100000010000 0500000000000009   
0601BSA5d       20090101000680100000010000 0500000000000010   
0601BSA5d       20090101000690100000010000 0500000000000028   
0601BSA5d       20090101000700100000010000 0500000000000056   
0601BSA5d       20090101000710100000010000 0500000000000084   
0601BSA5d       20090101000720100000010000 0500000000000113   
0601BSA5d       20090101000730100000010000 0500000000000139   
0601BSA5d       20090101000740100000010000 0500000000000167   
0601BSA5d       20090101000750100000010000 0500000000000192   
0601BSA5d       20090101000760100000010000 0500000000000218   
0601BSA5d       20090101000770100000010000 0500000000000242   
0601BSA5d       20090101000780100000010000 0500000000000267   
0601BSA5d       20090101000790100000010000 0500000000000289   
0601BSA5d       20090101000800100000010000 0500000000000313   
0601BSA5d       20090101000810100000010000 0500000000000334   
0601BSA5d       20090101000820100000010000 0500000000000355   
0601BSA5d       20090101000830100000010000 0500000000000386   
0601BSA5d       20090101000840100000010000 0500000000000407   
0601BSA5d       20090101000850100000010000 0500000000000431   
0601BSA5d       20090101000860100000010000 0500000000000452   
0601BSA5d       20090101000870100000010000 0500000000000474   
0601BSA5d       20090101000880100000010000 0500000000000494   
0601BSA5d       20090101000890100000010000 0500000000000515   
0601BSA5d       20090101000900100000010000 0500000000000534   
0601BSA5d       20090101000910100000010000 0500000000000553   
0601BSA5d       20090101000920100000010000 0500000000000573   
0601BSA5d       20090101000930100000010000 0500000000000591   
0601BSA5d       20090101000940100000010000 0500000000000610   
0601BSA5d       20090101000950100000010000 0500000000000627   
0601BSA5d       20090101000960100000010000 0500000000000646   
0601BSA5d       20090101000970100000010000 0500000000000662   
0601BSA5d       20090101000980100000010000 0500000000000680   
0601BSA5d       20090101000990100000010000 0500000000000696   
0601BSA5d       20090101001000100000050000 0500000000000743   
0601BSA5d       20090101001050100000050000 0500000000000819   
0601BSA5d       20090101001100100000050000 0500000000000887   
0601BSA5d       20090101001150100000050000 0500000000000964   
0601BSA5d       20090101001200100000050000 0500000000001035   
0601BSA5d       20090101001250100000050000 0500000000001101   
0601BSA5d       20090101001300100000050000 0500000000001162   
0601BSA5d       20090101001350100000050000 0500000000001216   
0601BSA5d       20090101001400100000050000 0500000000001272   
0601BSA5d       20090101001450100000050000 0500000000001328   
0601BSA5d       20090101001500100000050000 0500000000001378   
0601BSA5d       20090101001550100000050000 0500000000001426   
0601BSA5d       20090101001600100000050000 0500000000001472   
0601BSA5d       20090101001650100000050000 0500000000001514   
0601BSA5d       20090101001700100000050000 0500000000001560   
0601BSA5d       20090101001750100000050000 0500000000001604   
0601BSA5d       20090101001800100000050000 0500000000001643   
0601BSA5d       20090101001850100000050000 0500000000001682   
0601BSA5d       20090101001900100000050000 0500000000001719   
0601BSA5d       20090101001950100000050000 0500000000001753   
0601BSA5d       20090101002000100000050000 0500000000001786   
0601BSA5d       20090101002050100000050000 0500000000001822   
0601BSA5d       20090101002100100000050000 0500000000001855   
0601BSA5d       20090101002150100000050000 0500000000001889   
0601BSA5d       20090101002200100000050000 0500000000001920   
0601BSA5d       20090101002250100000050000 0500000000001949   
0601BSA5d       20090101002300100000050000 0500000000001978   
0601BSA5d       20090101002350100000050000 0500000000002006   
0601BSA5d       20090101002400100000050000 0500000000002032   
0601BSA5d       20090101002450100000050000 0500000000002057   
0601BSA5d       20090101002500100000050000 0500000000002082   
0601BSA5d       20090101002550100000050000 0500000000002106   
0601BSA5d       20090101002600100000050000 0500000000002133   
0601BSA5d       20090101002650100000050000 0500000000002159   
0601BSA5d       20090101002700100000050000 0500000000002184   
0601BSA5d       20090101002750100000050000 0500000000002207   
0601BSA5d       20090101002800100000050000 0500000000002230   
0601BSA5d       20090101002850100000050000 0500000000002253   
0601BSA5d       20090101002900100000050000 0500000000002274   
0601BSA5d       20090101002950100000050000 0500000000002295   
0601BSA5d       20090101003000100000050000 0500000000002315   
0601BSA5d       20090101003050100000050000 0500000000002334   
0601BSA5d       20090101003100100000050000 0500000000002353   
0601BSA5d       20090101003150100000050000 0500000000002371   
0601BSA5d       20090101003200100000050000 0500000000002388   
0601BSA5d       20090101003250100000050000 0500000000002406   
0601BSA5d       20090101003300100000050000 0500000000002422   
0601BSA5d       20090101003350100000050000 0500000000002438   
0601BSA5d       20090101003400100000050000 0500000000002454   
