00UR               20081210                                                                                   
0601URB6d       20090101000100100000005000 0600000060000059   
0601URB6d       20090101000105100000005000 0600000060000056   
0601URB6d       20090101000110100000005000 0600000060000053   
0601URB6d       20090101000115100000005000 0600000060000051   
0601URB6d       20090101000120100000005000 0600000060000049   
0601URB6d       20090101000125100000005000 0600000060000047   
0601URB6d       20090101000130100000005000 0600000060000045   
0601URB6d       20090101000135100000005000 0600000060000044   
0601URB6d       20090101000140100000005000 0600000060000042   
0601URB6d       20090101000145100000005000 0600000060000041   
0601URB6d       20090101000150100000005000 0600000060000039   
0601URB6d       20090101000155100000005000 0600000060000038   
0601URB6d       20090101000160100000005000 0600000060000037   
0601URB6d       20090101000165100000005000 0600000060000036   
0601URB6d       20090101000170100000005000 0600000060000035   
0601URB6d       20090101000175100000005000 0600000060000034   
0601URB6d       20090101000180100000005000 0600000060000033   
0601URB6d       20090101000185100000005000 0600000060000032   
0601URB6d       20090101000190100000005000 0600000060000031   
0601URB6d       20090101000195100000005000 0600000060000030   
0601URB6d       20090101000200100000005000 0600000060000030   
0601URB6d       20090101000205100000005000 0600000060000029   
0601URB6d       20090101000210100000005000 0600000060000028   
0601URB6d       20090101000215100000005000 0600000060000028   
0601URB6d       20090101000220100000005000 0600000060000027   
0601URB6d       20090101000225100000005000 0600000060000026   
0601URB6d       20090101000230100000005000 0600000060000026   
0601URB6d       20090101000235100000005000 0600000060000025   
0601URB6d       20090101000240100000005000 0600000060000025   
0601URB6d       20090101000245100000005000 0600000060000024   
0601URB6d       20090101000250100000005000 0600000060000024   
0601URB6d       20090101000255100000005000 0600000060000023   
0601URB6d       20090101000260100000005000 0600000060000023   
0601URB6d       20090101000265100000005000 0600000060000022   
0601URB6d       20090101000270100000005000 0600000060000022   
0601URB6d       20090101000275100000005000 0600000060000022   
0601URB6d       20090101000280100000005000 0600000060000021   
0601URB6d       20090101000285100000005000 0600000060000021   
0601URB6d       20090101000290100000005000 0600000060000021   
0601URB6d       20090101000295100000005000 0600000060000020   
0601URB6d       20090101000300100000005000 0600000060000020   
0601URB6d       20090101000305100000005000 0600000060000020   
0601URB6d       20090101000310100000005000 0600000060000019   
0601URB6d       20090101000315100000005000 0600000060000019   
0601URB6d       20090101000320100000005000 0600000060000019   
0601URB6d       20090101000325100000005000 0600000060000018   
0601URB6d       20090101000330100000005000 0600000060000018   
0601URB6d       20090101000335100000005000 0600000060000018   
0601URB6d       20090101000340100000005000 0600000060000018   
0601URB6d       20090101000345100000005000 0600000060000017   
0601URB6d       20090101000350100000005000 0600000060000017   
0601URB6d       20090101000355100000005000 0600000060000017   
0601URB6d       20090101000360100000005000 0600000060000017   
0601URB6d       20090101000365100000005000 0600000060000016   
0601URB6d       20090101000370100000005000 0600000060000016   
0601URB6d       20090101000375100000005000 0600000060000016   
0601URB6d       20090101000380100000005000 0600000060000016   
0601URB6d       20090101000385100000005000 0600000060000015   
0601URB6d       20090101000390100000005000 0600000060000015   
0601URB6d       20090101000395100000005000 0600000060000015   
0601URB6d       20090101000400100000005000 0600000060000015   
0601URB6d       20090101000405100000005000 0600000060000015   
0601URB6d       20090101000410100000005000 0600000060000015   
0601URB6d       20090101000415100000005000 0600000060000014   
0601URB6d       20090101000420100000005000 0600000060000014   
0601URB6d       20090101000425100000005000 0600000060000014   
0601URB6d       20090101000430100000005000 0600000060000014   
0601URB6d       20090101000435100000005000 0600000060000014   
0601URB6d       20090101000440100000005000 0600000060000014   
0601URB6d       20090101000445100000005000 0600000060000013   
0601URB6d       20090101000450100000005000 0600000060000013   
0601URB6d       20090101000455100000005000 0600000060000013   
0601URB6d       20090101000460100000005000 0600000060000013   
0601URB6d       20090101000465100000005000 0600000060000013   
0601URB6d       20090101000470100000005000 0600000060000013   
0601URB6d       20090101000475100000005000 0600000060000013   
0601URB6d       20090101000480100000005000 0600000060000012   
0601URB6d       20090101000485100000005000 0600000060000012   
0601URB6d       20090101000490100000005000 0600000060000012   
0601URB6d       20090101000495100000005000 0600000060000012   
0601URB6d       20090101000500100000005000 0600000060000012   
0601URB6d       20090101000505100000005000 0600000060000012   
0601URB6d       20090101000510100000005000 0600000060000012   
0601URB6d       20090101000515100000005000 0600000060000012   
0601URB6d       20090101000520100000005000 0600000060000011   
0601URB6d       20090101000525100000005000 0600000060000011   
0601URB6d       20090101000530100000005000 0600000060000011   
0601URB6d       20090101000535100000005000 0600000060000011   
0601URB6d       20090101000540100000005000 0600000060000011   
0601URB6d       20090101000545100000005000 0600000060000011   
0601URB6d       20090101000550100000005000 0600000060000011   
0601URB6d       20090101000555100000005000 0600000060000011   
0601URB6d       20090101000560100000005000 0600000060000011   
0601URB6d       20090101000565100000005000 0600000060000011   
0601URB6d       20090101000570100000005000 0600000060000010   
0601URB6d       20090101000575100000005000 0600000060000010   
0601URB6d       20090101000580100000005000 0600000060000010   
0601URB6d       20090101000585100000005000 0600000060000010   
0601URB6d       20090101000590100000005000 0600000060000010   
0601URB6d       20090101000595100000005000 0600000060000010   
0601URB6d       20090101000600100000005000 0600000060000010   
0601URB6d       20090101000605100000005000 0600000060000010   
0601URB6d       20090101000610100000005000 0600000060000010   
0601URB6d       20090101000615100000005000 0600000060000010   
0601URB6d       20090101000620100000005000 0600000060000010   
0601URB6d       20090101000625100000005000 0600000060000010   
0601URB6d       20090101000630100000005000 0600000060000009   
0601URB6d       20090101000635100000005000 0600000060000009   
0601URB6d       20090101000640100000005000 0600000060000009   
0601URB6d       20090101000645100000005000 0600000060000009   
0601URB6d       20090101000650100000005000 0600000060000009   
0601URB6d       20090101000655100000005000 0600000060000009   
0601URB6d       20090101000660100000005000 0600000060000009   
0601URB6d       20090101000665100000005000 0600000060000009   
0601URB6d       20090101000670100000005000 0600000060000009   
0601URB6d       20090101000675100000005000 0600000060000009   
0601URB6d       20090101000680100000005000 0600000060000009   
0601URB6d       20090101000685100000005000 0600000060000009   
0601URB6d       20090101000690100000005000 0600000060000009   
0601URB6d       20090101000695100000005000 0600000060000009   
0601URB6d       20090101000700100000005000 0600000060000009   
0601URB6d       20090101000705100000005000 0600000060000008   
0601URB6d       20090101000710100000005000 0600000060000008   
0601URB6d       20090101000715100000005000 0600000060000008   
0601URB6d       20090101000720100000005000 0600000060000008   
0601URB6d       20090101000725100000005000 0600000060000008   
0601URB6d       20090101000730100000005000 0600000060000008   
0601URB6d       20090101000735100000005000 0600000060000008   
0601URB6d       20090101000740100000005000 0600000060000008   
0601URB6d       20090101000745100000005000 0600000060000008   
0601URB6d       20090101000750100000005000 0600000060000008   
0601URB6d       20090101000755100000005000 0600000060000008   
0601URB6d       20090101000760100000005000 0600000060000008   
0601URB6d       20090101000765100000005000 0600000060000008   
0601URB6d       20090101000770100000005000 0600000060000008   
0601URB6d       20090101000775100000005000 0600000080000010   
0601URB6d       20090101000780100000005000 0600000090000012   
0601URB6d       20090101000785100000005000 0600000090000011   
0601URB6d       20090101000790100000005000 0600000100000013   
0601URB6d       20090101000795100000005000 0600000100000013   
0601URB6d       20090101000800100000005000 0600000100000012   
0601URB6d       20090101000805100000005000 0600000110000014   
0601URB6d       20090101000810100000005000 0600000110000014   
0601URB6d       20090101000815100000005000 0600000120000015   
0601URB6d       20090101000820100000005000 0600000120000015   
0601URB6d       20090101000825100000005000 0600000190000023   
0601URB6d       20090101000830100000005000 0600000250000030   
0601URB6d       20090101000835100000005000 0600000320000038   
0601URB6d       20090101000840100000005000 0600000380000045   
0601URB6d       20090101000845100000005000 0600000450000053   
0601URB6d       20090101000850100000005000 0600000510000060   
0601URB6d       20090101000855100000005000 0600000580000068   
0601URB6d       20090101000860100000005000 0600000640000074   
0601URB6d       20090101000865100000005000 0600000720000083   
0601URB6d       20090101000870100000005000 0600000790000091   
0601URB6d       20090101000875100000005000 0600000850000097   
