00LU               20081107                                                                                   
0601LUB0d       20090101002920100000005000 0000067390002306   
0601LUB0d       20090101002925100000005000 0000067560002308   
0601LUB0d       20090101002930100000005000 0000067710002309   
0601LUB0d       20090101002935100000005000 0000067850002310   
0601LUB0d       20090101002940100000005000 0000068030002312   
0601LUB0d       20090101002945100000005000 0000068170002313   
0601LUB0d       20090101002950100000005000 0000068320002314   
0601LUB0d       20090101002955100000005000 0000068500002316   
0601LUB0d       20090101002960100000005000 0000068640002317   
0601LUB0d       20090101002965100000005000 0000068820002319   
0601LUB0d       20090101002970100000005000 0000068960002320   
0601LUB0d       20090101002975100000005000 0000069110002321   
0601LUB0d       20090101002980100000005000 0000069280002323   
0601LUB0d       20090101002985100000005000 0000069430002324   
0601LUB0d       20090101002990100000005000 0000069580002325   
0601LUB0d       20090101002995100000005000 0000069750002327   
0601LUB0d       20090101003000100000005000 0000069900002328   
0601LUB0d       20090101003005100000005000 0000070070002330   
0601LUB0d       20090101003010100000005000 0000070220002331   
0601LUB0d       20090101003015100000005000 0000070370002332   
0601LUB0d       20090101003020100000005000 0000070540002334   
0601LUB0d       20090101003025100000005000 0000070690002335   
0601LUB0d       20090101003030100000005000 0000070830002336   
0601LUB0d       20090101003035100000005000 0000071010002338   
0601LUB0d       20090101003040100000005000 0000071150002339   
0601LUB0d       20090101003045100000005000 0000071300002340   
0601LUB0d       20090101003050100000005000 0000071480002342   
0601LUB0d       20090101003055100000005000 0000071620002342   
0601LUB0d       20090101003060100000005000 0000071800002344   
0601LUB0d       20090101003065100000005000 0000071940002345   
0601LUB0d       20090101003070100000005000 0000072090002346   
0601LUB0d       20090101003075100000005000 0000072260002348   
0601LUB0d       20090101003080100000005000 0000072410002349   
0601LUB0d       20090101003085100000005000 0000072560002350   
0601LUB0d       20090101003090100000005000 0000072730002352   
0601LUB0d       20090101003095100000005000 0000072880002353   
0601LUB0d       20090101003100100000005000 0000073020002354   
0601LUB0d       20090101003105100000005000 0000073200002356   
0601LUB0d       20090101003110100000005000 0000073350002357   
0601LUB0d       20090101003115100000005000 0000073520002358   
0601LUB0d       20090101003120100000005000 0000073670002359   
0601LUB0d       20090101003125100000005000 0000073810002360   
0601LUB0d       20090101003130100000005000 0000073990002362   
0601LUB0d       20090101003135100000005000 0000074130002363   
0601LUB0d       20090101003140100000005000 0000074280002364   
0601LUB0d       20090101003145100000005000 0000074460002366   
0601LUB0d       20090101003150100000005000 0000074600002366   
0601LUB0d       20090101003155100000005000 0000074780002368   
0601LUB0d       20090101003160100000005000 0000074920002369   
0601LUB0d       20090101003165100000005000 0000075070002370   
0601LUB0d       20090101003170100000005000 0000075240002372   
0601LUB0d       20090101003175100000005000 0000075390002373   
0601LUB0d       20090101003180100000005000 0000075540002374   
0601LUB0d       20090101003185100000005000 0000075710002375   
0601LUB0d       20090101003190100000005000 0000075860002376   
0601LUB0d       20090101003195100000005000 0000076000002377   
0601LUB0d       20090101003200100000005000 0000076180002379   
0601LUB0d       20090101003205100000005000 0000076330002380   
0601LUB0d       20090101003210100000005000 0000076500002381   
0601LUB0d       20090101003215100000005000 0000076650002382   
0601LUB0d       20090101003220100000005000 0000076790002383   
0601LUB0d       20090101003225100000005000 0000076970002385   
0601LUB0d       20090101003230100000005000 0000077110002385   
0601LUB0d       20090101003235100000005000 0000077260002386   
0601LUB0d       20090101003240100000005000 0000077440002388   
0601LUB0d       20090101003245100000005000 0000077580002389   
0601LUB0d       20090101003250100000005000 0000077730002390   
0601LUB0d       20090101003255100000005000 0000077900002391   
0601LUB0d       20090101003260100000005000 0000078050002392   
0601LUB0d       20090101003265100000005000 0000078220002394   
0601LUB0d       20090101003270100000005000 0000078370002395   
0601LUB0d       20090101003275100000005000 0000078520002396   
0601LUB0d       20090101003280100000005000 0000078690002397   
0601LUB0d       20090101003285100000005000 0000078840002398   
0601LUB0d       20090101003290100000005000 0000078980002399   
0601LUB0d       20090101003295100000005000 0000079160002401   
0601LUB0d       20090101003300100000005000 0000079300002401   
0601LUB0d       20090101003305100000005000 0000079480002403   
0601LUB0d       20090101003310100000005000 0000079630002404   
0601LUB0d       20090101003315100000005000 0000079770002405   
0601LUB0d       20090101003320100000005000 0000079950002406   
0601LUB0d       20090101003325100000005000 0000080090002407   
0601LUB0d       20090101003330100000005000 0000080240002408   
0601LUB0d       20090101003335100000005000 0000080420002410   
0601LUB0d       20090101003340100000005000 0000080560002410   
0601LUB0d       20090101003345100000005000 0000080710002411   
0601LUB0d       20090101003350100000005000 0000080880002413   
0601LUB0d       20090101003355100000005000 0000081030002413   
0601LUB0d       20090101003360100000005000 0000081200002415   
0601LUB0d       20090101003365100000005000 0000081350002416   
0601LUB0d       20090101003370100000005000 0000081500002417   
0601LUB0d       20090101003375100000005000 0000081670002418   
0601LUB0d       20090101003380100000005000 0000081820002419   
0601LUB0d       20090101003385100000005000 0000081960002419   
0601LUB0d       20090101003390100000005000 0000082140002421   
0601LUB0d       20090101003395100000005000 0000082280002422   
0601LUB0d       20090101003400100000005000 0000082460002424   
0601LUB0d       20090101003405100000005000 0000082610002424   
0601LUB0d       20090101003410100000005000 0000082750002425   
0601LUB0d       20090101003415100000005000 0000082930002427   
0601LUB0d       20090101003420100000005000 0000083070002427   
0601LUB0d       20090101003425100000005000 0000083220002428   
0601LUB0d       20090101003430100000005000 0000083390002429   
0601LUB0d       20090101003435100000005000 0000083540002430   
0601LUB0d       20090101003440100000005000 0000083690002431   
0601LUB0d       20090101003445100000005000 0000083860002432   
0601LUB0d       20090101003450100000005000 0000084010002433   
0601LUB0d       20090101003455100000005000 0000084180002435   
0601LUB0d       20090101003460100000005000 0000084330002436   
0601LUB0d       20090101003465100000005000 0000084480002436   
0601LUB0d       20090101003470100000005000 0000084650002438   
0601LUB0d       20090101003475100000005000 0000084800002439   
0601LUB0d       20090101003480100000005000 0000084940002439   
0601LUB0d       20090101003485100000005000 0000085120002441   
0601LUB0d       20090101003490100000005000 0000085260002441   
0601LUB0d       20090101003495100000005000 0000085410002442   
0601LUB0d       20090101003500100000005000 0000085590002444   
0601LUB0d       20090101003505100000005000 0000085730002444   
0601LUB0d       20090101003510100000005000 0000085910002446   
0601LUB0d       20090101003515100000005000 0000086050002446   
0601LUB0d       20090101003520100000005000 0000086200002447   
0601LUB0d       20090101003525100000005000 0000086370002448   
0601LUB0d       20090101003530100000005000 0000086520002449   
0601LUB0d       20090101003535100000005000 0000086670002450   
0601LUB0d       20090101003540100000005000 0000086840002451   
0601LUB0d       20090101003545100000005000 0000086990002452   
0601LUB0d       20090101003550100000005000 0000087160002453   
0601LUB0d       20090101003555100000005000 0000087310002454   
0601LUB0d       20090101003560100000005000 0000087460002455   
0601LUB0d       20090101003565100000005000 0000087630002456   
0601LUB0d       20090101003570100000005000 0000087780002457   
0601LUB0d       20090101003575100000005000 0000087920002458   
0601LUB0d       20090101003580100000005000 0000088100002459   
0601LUB0d       20090101003585100000005000 0000088240002460   
0601LUB0d       20090101003590100000005000 0000088390002460   
0601LUB0d       20090101003595100000005000 0000088570002462   
0601LUB0d       20090101003600100000005000 0000088710002462   
0601LUB0d       20090101003605100000005000 0000088890002464   
0601LUB0d       20090101003610100000005000 0000089030002464   
0601LUB0d       20090101003615100000005000 0000089180002465   
0601LUB0d       20090101003620100000005000 0000089350002467   
0601LUB0d       20090101003625100000005000 0000089500002467   
0601LUB0d       20090101003630100000005000 0000089650002468   
0601LUB0d       20090101003635100000005000 0000089820002469   
0601LUB0d       20090101003640100000005000 0000089970002470   
0601LUB0d       20090101003645100000005000 0000090110002470   
0601LUB0d       20090101003650100000005000 0000090290002472   
0601LUB0d       20090101003655100000005000 0000090440002473   
0601LUB0d       20090101003660100000005000 0000090610002474   
0601LUB0d       20090101003665100000005000 0000090760002475   
0601LUB0d       20090101003670100000005000 0000090900002475   
0601LUB0d       20090101003675100000005000 0000091080002477   
0601LUB0d       20090101003680100000005000 0000091220002477   
0601LUB0d       20090101003685100000005000 0000091370002478   
0601LUB0d       20090101003690100000005000 0000091550002479   
0601LUB0d       20090101003695100000005000 0000091690002480   
0601LUB0d       20090101003700100000005000 0000091870002481   
0601LUB0d       20090101003705100000005000 0000092010002482   
0601LUB0d       20090101003710100000005000 0000092160002482   
0601LUB0d       20090101003715100000005000 0000092330002484   
0601LUB0d       20090101003720100000005000 0000092480002484   
0601LUB0d       20090101003725100000005000 0000092630002485   
0601LUB0d       20090101003730100000005000 0000092800002486   
0601LUB0d       20090101003735100000005000 0000092950002487   
0601LUB0d       20090101003740100000005000 0000093090002487   
0601LUB0d       20090101003745100000005000 0000093270002489   
0601LUB0d       20090101003750100000005000 0000093420002490   
0601LUB0d       20090101003755100000005000 0000093590002491   
0601LUB0d       20090101003760100000005000 0000093740002491   
0601LUB0d       20090101003765100000005000 0000093880002492   
0601LUB0d       20090101003770100000005000 0000094060002493   
0601LUB0d       20090101003775100000005000 0000094200002494   
0601LUB0d       20090101003780100000005000 0000094350002494   
0601LUB0d       20090101003785100000005000 0000094530002496   
0601LUB0d       20090101003790100000005000 0000094670002496   
0601LUB0d       20090101003795100000005000 0000094820002497   
0601LUB0d       20090101003800100000005000 0000094990002498   
0601LUB0d       20090101003805100000005000 0000095140002499   
