00SG               20081219                                                                                   
0601SGA4d       20090101001460100000005000 0400023980001640   
0601SGA4d       20090101001465100000005000 0400024120001644   
0601SGA4d       20090101001470100000005000 0400024280001649   
0601SGA4d       20090101001475100000005000 0400024410001652   
0601SGA4d       20090101001480100000005000 0400024570001657   
0601SGA4d       20090101001485100000005000 0400024710001661   
0601SGA4d       20090101001490100000010000 0400000000001662   
0601SGA4d       20090101001500100000500000 0400000000001863   
0601SGA4d       20090101002000100000500000 0400000000002163   
0601SGA4d       20090101002500100007499900 0400000000002274   
0601SGA5d       20090101000000100000115000 0500000030000027   
0601SGA5d       20090101000115100000005000 0500000030000026   
0601SGA5d       20090101000120100000005000 0500000030000024   
0601SGA5d       20090101000125100000005000 0500000030000024   
0601SGA5d       20090101000130100000005000 0500000030000023   
0601SGA5d       20090101000135100000005000 0500000030000022   
0601SGA5d       20090101000140100000005000 0500000030000021   
0601SGA5d       20090101000145100000005000 0500000030000020   
0601SGA5d       20090101000150100000005000 0500000030000020   
0601SGA5d       20090101000155100000005000 0500000030000019   
0601SGA5d       20090101000160100000005000 0500000030000018   
0601SGA5d       20090101000165100000005000 0500000030000018   
0601SGA5d       20090101000170100000005000 0500000030000017   
0601SGA5d       20090101000175100000005000 0500000030000017   
0601SGA5d       20090101000180100000005000 0500000030000016   
0601SGA5d       20090101000185100000005000 0500000030000016   
0601SGA5d       20090101000190100000005000 0500000030000016   
0601SGA5d       20090101000195100000005000 0500000030000015   
0601SGA5d       20090101000200100000005000 0500000030000015   
0601SGA5d       20090101000205100000005000 0500000030000014   
0601SGA5d       20090101000210100000005000 0500000030000014   
0601SGA5d       20090101000215100000005000 0500000030000014   
0601SGA5d       20090101000220100000005000 0500000030000013   
0601SGA5d       20090101000225100000005000 0500000030000013   
0601SGA5d       20090101000230100000005000 0500000030000013   
0601SGA5d       20090101000235100000005000 0500000030000013   
0601SGA5d       20090101000240100000005000 0500000030000012   
0601SGA5d       20090101000245100000005000 0500000030000012   
0601SGA5d       20090101000250100000005000 0500000030000012   
0601SGA5d       20090101000255100000005000 0500000030000012   
0601SGA5d       20090101000260100000005000 0500000030000011   
0601SGA5d       20090101000265100000005000 0500000030000011   
0601SGA5d       20090101000270100000005000 0500000030000011   
0601SGA5d       20090101000275100000005000 0500000030000011   
0601SGA5d       20090101000280100000005000 0500000030000011   
0601SGA5d       20090101000285100000005000 0500000030000010   
0601SGA5d       20090101000290100000005000 0500000030000010   
0601SGA5d       20090101000295100000005000 0500000030000010   
0601SGA5d       20090101000300100000005000 0500000030000010   
0601SGA5d       20090101000305100000005000 0500000030000010   
0601SGA5d       20090101000310100000005000 0500000030000010   
0601SGA5d       20090101000315100000005000 0500000030000009   
0601SGA5d       20090101000320100000005000 0500000030000009   
0601SGA5d       20090101000325100000005000 0500000030000009   
0601SGA5d       20090101000330100000005000 0500000030000009   
0601SGA5d       20090101000335100000005000 0500000030000009   
0601SGA5d       20090101000340100000005000 0500000030000009   
0601SGA5d       20090101000345100000005000 0500000030000009   
0601SGA5d       20090101000350100000005000 0500000030000009   
0601SGA5d       20090101000355100000005000 0500000030000008   
0601SGA5d       20090101000360100000005000 0500000030000008   
0601SGA5d       20090101000365100000005000 0500000030000008   
0601SGA5d       20090101000370100000005000 0500000030000008   
0601SGA5d       20090101000375100000005000 0500000030000008   
0601SGA5d       20090101000380100000005000 0500000030000008   
0601SGA5d       20090101000385100000005000 0500000030000008   
0601SGA5d       20090101000390100000005000 0500000030000008   
0601SGA5d       20090101000395100000005000 0500000030000008   
0601SGA5d       20090101000400100000005000 0500000030000007   
0601SGA5d       20090101000405100000005000 0500000030000007   
0601SGA5d       20090101000410100000005000 0500000050000012   
0601SGA5d       20090101000415100000005000 0500000080000019   
0601SGA5d       20090101000420100000005000 0500000120000028   
0601SGA5d       20090101000425100000005000 0500000160000037   
0601SGA5d       20090101000430100000005000 0500000210000049   
0601SGA5d       20090101000435100000005000 0500000260000059   
0601SGA5d       20090101000440100000005000 0500000310000070   
0601SGA5d       20090101000445100000005000 0500000360000080   
0601SGA5d       20090101000450100000005000 0500000410000091   
0601SGA5d       20090101000455100000005000 0500000470000103   
0601SGA5d       20090101000460100000005000 0500000530000115   
0601SGA5d       20090101000465100000005000 0500000580000124   
0601SGA5d       20090101000470100000005000 0500000640000135   
0601SGA5d       20090101000475100000005000 0500000700000147   
0601SGA5d       20090101000480100000005000 0500000750000155   
0601SGA5d       20090101000485100000005000 0500000810000166   
0601SGA5d       20090101000490100000005000 0500000870000177   
0601SGA5d       20090101000495100000005000 0500000930000187   
0601SGA5d       20090101000500100000005000 0500000990000197   
0601SGA5d       20090101000505100000005000 0500001050000207   
0601SGA5d       20090101000510100000005000 0500001110000217   
0601SGA5d       20090101000515100000005000 0500001180000228   
0601SGA5d       20090101000520100000005000 0500001240000237   
0601SGA5d       20090101000525100000005000 0500001310000248   
0601SGA5d       20090101000530100000005000 0500001380000259   
0601SGA5d       20090101000535100000005000 0500001440000268   
0601SGA5d       20090101000540100000005000 0500001500000276   
0601SGA5d       20090101000545100000005000 0500001580000289   
0601SGA5d       20090101000550100000005000 0500001650000299   
0601SGA5d       20090101000555100000005000 0500001720000309   
0601SGA5d       20090101000560100000005000 0500001780000316   
0601SGA5d       20090101000565100000005000 0500001860000328   
0601SGA5d       20090101000570100000005000 0500001930000337   
0601SGA5d       20090101000575100000005000 0500002010000348   
0601SGA5d       20090101000580100000005000 0500002080000357   
0601SGA5d       20090101000585100000005000 0500002160000368   
0601SGA5d       20090101000590100000005000 0500002230000376   
0601SGA5d       20090101000595100000005000 0500002310000387   
0601SGA5d       20090101000600100000005000 0500002390000397   
0601SGA5d       20090101000605100000005000 0500002460000405   
0601SGA5d       20090101000610100000005000 0500002540000415   
0601SGA5d       20090101000615100000005000 0500002610000423   
0601SGA5d       20090101000620100000005000 0500002690000432   
0601SGA5d       20090101000625100000005000 0500002770000441   
0601SGA5d       20090101000630100000005000 0500002840000449   
0601SGA5d       20090101000635100000005000 0500002920000458   
0601SGA5d       20090101000640100000005000 0500003010000468   
0601SGA5d       20090101000645100000005000 0500003090000477   
0601SGA5d       20090101000650100000005000 0500003160000484   
0601SGA5d       20090101000655100000005000 0500003240000493   
0601SGA5d       20090101000660100000005000 0500003320000501   
0601SGA5d       20090101000665100000005000 0500003410000511   
0601SGA5d       20090101000670100000005000 0500003490000519   
0601SGA5d       20090101000675100000005000 0500003580000528   
0601SGA5d       20090101000680100000005000 0500003670000538   
0601SGA5d       20090101000685100000005000 0500003770000548   
0601SGA5d       20090101000690100000005000 0500003860000557   
0601SGA5d       20090101000695100000005000 0500003940000565   
0601SGA5d       20090101000700100000005000 0500004030000574   
0601SGA5d       20090101000705100000005000 0500004130000584   
0601SGA5d       20090101000710100000005000 0500004220000592   
0601SGA5d       20090101000715100000005000 0500004310000601   
0601SGA5d       20090101000720100000005000 0500004390000608   
0601SGA5d       20090101000725100000005000 0500004480000616   
0601SGA5d       20090101000730100000005000 0500004580000625   
0601SGA5d       20090101000735100000005000 0500004670000633   
0601SGA5d       20090101000740100000005000 0500004760000641   
0601SGA5d       20090101000745100000005000 0500004840000647   
0601SGA5d       20090101000750100000005000 0500004950000658   
0601SGA5d       20090101000755100000005000 0500005030000664   
0601SGA5d       20090101000760100000005000 0500005120000671   
0601SGA5d       20090101000765100000005000 0500005210000679   
0601SGA5d       20090101000770100000005000 0500005310000687   
0601SGA5d       20090101000775100000005000 0500005420000697   
0601SGA5d       20090101000780100000005000 0500005510000704   
0601SGA5d       20090101000785100000005000 0500005600000711   
0601SGA5d       20090101000790100000005000 0500005700000719   
0601SGA5d       20090101000795100000005000 0500005810000729   
0601SGA5d       20090101000800100000005000 0500005900000735   
0601SGA5d       20090101000805100000005000 0500006000000743   
0601SGA5d       20090101000810100000005000 0500006090000750   
0601SGA5d       20090101000815100000005000 0500006200000758   
0601SGA5d       20090101000820100000005000 0500006320000768   
0601SGA5d       20090101000825100000005000 0500006420000776   
0601SGA5d       20090101000830100000005000 0500006530000784   
0601SGA5d       20090101000835100000005000 0500006630000792   
0601SGA5d       20090101000840100000005000 0500006750000801   
0601SGA5d       20090101000845100000005000 0500006860000809   
0601SGA5d       20090101000850100000005000 0500006960000816   
0601SGA5d       20090101000855100000005000 0500007070000824   
0601SGA5d       20090101000860100000005000 0500007170000831   
0601SGA5d       20090101000865100000005000 0500007300000841   
0601SGA5d       20090101000870100000005000 0500007400000848   
0601SGA5d       20090101000875100000005000 0500007500000855   
0601SGA5d       20090101000880100000005000 0500007590000860   
0601SGA5d       20090101000885100000005000 0500007710000869   
0601SGA5d       20090101000890100000005000 0500007810000875   
0601SGA5d       20090101000895100000005000 0500007910000881   
0601SGA5d       20090101000900100000005000 0500008010000888   
0601SGA5d       20090101000905100000005000 0500008110000894   
0601SGA5d       20090101000910100000005000 0500008230000902   
0601SGA5d       20090101000915100000005000 0500008330000908   
0601SGA5d       20090101000920100000005000 0500008430000914   
0601SGA5d       20090101000925100000005000 0500008530000920   
0601SGA5d       20090101000930100000005000 0500008650000928   
0601SGA5d       20090101000935100000005000 0500008750000933   
0601SGA5d       20090101000940100000005000 0500008850000939   
0601SGA5d       20090101000945100000005000 0500008950000945   
