00BE               20081114                                                                                   
0601BEB4d       20090101008900100000100000 0400302970003403   
0601BEB4d       20090101009000100000100000 0400306770003408   
0601BEB4d       20090101009100100000100000 0400310530003411   
0601BEB4d       20090101009200100000100000 0400314290003415   
0601BEB4d       20090101009300100000100000 0400318090003419   
0601BEB4d       20090101009400100000100000 0400321850003423   
0601BEB4d       20090101009500100000100000 0400325610003427   
0601BEB4d       20090101009600100000100000 0400329410003430   
0601BEB4d       20090101009700100000100000 0400333170003434   
0601BEB4d       20090101009800100000100000 0400336930003437   
0601BEB4d       20090101009900100000100000 0400340720003441   
0601BEB4d       20090101010000100000100000 0400344490003444   
0601BEB4d       20090101010100100000100000 0400348250003447   
0601BEB4d       20090101010200100000100000 0400352040003451   
0601BEB4d       20090101010300100000100000 0400355800003454   
0601BEB4d       20090101010400100000100000 0400359560003456   
0601BEB4d       20090101010500100000100000 0400363360003460   
0601BEB4d       20090101010600100000100000 0400367120003463   
0601BEB4d       20090101010700100000100000 0400370880003465   
0601BEB4d       20090101010800100000100000 0400374680003468   
0601BEB4d       20090101010900100000100000 0400378440003471   
0601BEB4d       20090101011000100000100000 0400382200003474   
0601BEB4d       20090101011100100000100000 0400386000003477   
0601BEB4d       20090101011200100000100000 0400389760003479   
0601BEB4d       20090101011300100000100000 0400393520003482   
0601BEB4d       20090101011400100000100000 0400397320003484   
0601BEB4d       20090101011500100000100000 0400401080003487   
0601BEB4d       20090101011600100000100000 0400404840003489   
0601BEB4d       20090101011700100000100000 0400408630003492   
0601BEB4d       20090101011800100000100000 0400412390003494   
0601BEB4d       20090101011900100000100000 0400416160003496   
0601BEB4d       20090101012000100000100000 0400419950003499   
0601BEB4d       20090101012100100000100000 0400423710003501   
0601BEB4d       20090101012200100000100000 0400427470003503   
0601BEB4d       20090101012300100000100000 0400431270003506   
0601BEB4d       20090101012400100000100000 0400435030003508   
0601BEB4d       20090101012500100000100000 0400438790003510   
0601BEB4d       20090101012600100000100000 0400442590003512   
0601BEB4d       20090101012700100000100000 0400446350003514   
0601BEB4d       20090101012800100000100000 0400450110003516   
0601BEB4d       20090101012900100000100000 0400453910003518   
0601BEB4d       20090101013000100000100000 0400457670003520   
0601BEB4d       20090101013100100000100000 0400461430003522   
0601BEB4d       20090101013200100000100000 0400465230003524   
0601BEB4d       20090101013300100000100000 0400468990003526   
0601BEB4d       20090101013400100000100000 0400472750003527   
0601BEB4d       20090101013500100000100000 0400476540003529   
0601BEB4d       20090101013600100000100000 0400480300003531   
0601BEB4d       20090101013700100000100000 0400484100003533   
0601BEB4d       20090101013800100000100000 0400487860003535   
0601BEB4d       20090101013900100000100000 0400491620003536   
0601BEB4d       20090101014000100000100000 0400495420003538   
0601BEB4d       20090101014100100000100000 0400499180003540   
0601BEB4d       20090101014200100000100000 0400502940003541   
0601BEB4d       20090101014300100000100000 0400506740003543   
0601BEB4d       20090101014400100000100000 0400510500003545   
0601BEB4d       20090101014500100000100000 0400514260003546   
0601BEB4d       20090101014600100000100000 0400518060003548   
0601BEB4d       20090101014700100000100000 0400521820003549   
0601BEB4d       20090101014800100000100000 0400525580003551   
0601BEB4d       20090101014900100000100000 0400529370003552   
0601BEB4d       20090101015000100000100000 0400533140003554   
0601BEB4d       20090101015100100000100000 0400536900003555   
0601BEB4d       20090101015200100000100000 0400540690003557   
0601BEB4d       20090101015300100000100000 0400544450003558   
0601BEB4d       20090101015400100000100000 0400548210003559   
0601BEB4d       20090101015500100000100000 0400552010003561   
0601BEB4d       20090101015600100000100000 0400555770003562   
0601BEB4d       20090101015700100000100000 0400559530003563   
0601BEB4d       20090101015800100000100000 0400563330003565   
0601BEB4d       20090101015900100000100000 0400567090003566   
0601BEB4d       20090101016000100000100000 0400570850003567   
0601BEB4d       20090101016100100000100000 0400574650003569   
0601BEB4d       20090101016200100000100000 0400578410003570   
0601BEB4d       20090101016300100000100000 0400582170003571   
0601BEB4d       20090101016400100000100000 0400585970003572   
0601BEB4d       20090101016500100000100000 0400589730003574   
0601BEB4d       20090101016600100000100000 0400593490003575   
0601BEB4d       20090101016700100000100000 0400597280003576   
0601BEB4d       20090101016800100000100000 0400601040003577   
0601BEB4d       20090101016900100000100000 0400604810003578   
0601BEB4d       20090101017000100000100000 0400608600003579   
0601BEB4d       20090101017100100000100000 0400612360003581   
0601BEB4d       20090101017200100000100000 0400616120003582   
0601BEB4d       20090101017300100000100000 0400619920003583   
0601BEB4d       20090101017400100000100000 0400623680003584   
0601BEB4d       20090101017500100000100000 0400627440003585   
0601BEB4d       20090101017600100000100000 0400631240003586   
0601BEB4d       20090101017700100000100000 0400635000003587   
0601BEB4d       20090101017800100000100000 0400638760003588   
0601BEB4d       20090101017900100000100000 0400642560003589   
0601BEB4d       20090101018000100000100000 0400646320003590   
0601BEB4d       20090101018100100000100000 0400650080003591   
0601BEB4d       20090101018200100000100000 0400653880003592   
0601BEB4d       20090101018300100000100000 0400657640003593   
0601BEB4d       20090101018400100000100000 0400661400003594   
0601BEB4d       20090101018500100000100000 0400665190003595   
0601BEB4d       20090101018600100000100000 0400668950003596   
0601BEB4d       20090101018700100000100000 0400672750003597   
0601BEB4d       20090101018800100000100000 0400676510003598   
0601BEB4d       20090101018900100000100000 0400680270003599   
0601BEB4d       20090101019000100000100000 0400684070003600   
0601BEB4d       20090101019100100000100000 0400687830003601   
0601BEB4d       20090101019200100000100000 0400691590003602   
0601BEB4d       20090101019300100000100000 0400695390003603   
0601BEB4d       20090101019400100000100000 0400699150003603   
0601BEB4d       20090101019500100000100000 0400702910003604   
0601BEB4d       20090101019600100000100000 0400706710003605   
0601BEB4d       20090101019700100000100000 0400710470003606   
0601BEB4d       20090101019800100000100000 0400714230003607   
0601BEB4d       20090101019900100000100000 0400718020003608   
0601BEB4d       20090101020000100000100000 0400721790003608   
0601BEB4d       20090101020100100000100000 0400725550003609   
0601BEB4d       20090101020200100000100000 0400729340003610   
0601BEB4d       20090101020300100000100000 0400733100003611   
0601BEB4d       20090101020400100000100000 0400736860003612   
0601BEB4d       20090101020500100000100000 0400740660003613   
0601BEB4d       20090101020600100000100000 0400744420003613   
0601BEB4d       20090101020700100000100000 0400748180003614   
0601BEB4d       20090101020800100000100000 0400751980003615   
0601BEB4d       20090101020900100000100000 0400755740003616   
0601BEB4d       20090101021000100000100000 0400759500003616   
0601BEB4d       20090101021100100000100000 0400763300003617   
0601BEB4d       20090101021200100000100000 0400767060003618   
0601BEB4d       20090101021300100000100000 0400770820003618   
0601BEB4d       20090101021400100000100000 0400774620003619   
0601BEB4d       20090101021500100000100000 0400778380003620   
0601BEB4d       20090101021600100000100000 0400782140003621   
0601BEB4d       20090101021700100000100000 0400785930003621   
0601BEB4d       20090101021800100000100000 0400789690003622   
0601BEB4d       20090101021900100000100000 0400793460003623   
0601BEB4d       20090101022000100000100000 0400797250003623   
0601BEB4d       20090101022100100000100000 0400801010003624   
0601BEB4d       20090101022200100000100000 0400804770003625   
0601BEB4d       20090101022300100000100000 0400808570003625   
0601BEB4d       20090101022400100000100000 0400812330003626   
0601BEB4d       20090101022500100000100000 0400816090003627   
0601BEB4d       20090101022600100000100000 0400819890003627   
0601BEB4d       20090101022700100000100000 0400823650003628   
0601BEB4d       20090101022800100000100000 0400827410003629   
0601BEB4d       20090101022900100000100000 0400831210003629   
0601BEB4d       20090101023000100000100000 0400834970003630   
0601BEB4d       20090101023100100000100000 0400838730003630   
0601BEB4d       20090101023200100000100000 0400842530003631   
0601BEB4d       20090101023300100000100000 0400846290003632   
0601BEB4d       20090101023400100000100000 0400850050003632   
0601BEB4d       20090101023500100000100000 0400853840003633   
0601BEB4d       20090101023600100000100000 0400857600003634   
0601BEB4d       20090101023700100000100000 0400861400003634   
0601BEB4d       20090101023800100000100000 0400865160003635   
0601BEB4d       20090101023900100000100000 0400868920003635   
0601BEB4d       20090101024000100000100000 0400872720003636   
0601BEB4d       20090101024100100000100000 0400876480003636   
0601BEB4d       20090101024200100000100000 0400880240003637   
0601BEB4d       20090101024300100000100000 0400884040003638   
0601BEB4d       20090101024400100000100000 0400887800003638   
0601BEB4d       20090101024500100000100000 0400891560003639   
0601BEB4d       20090101024600100000100000 0400895360003639   
0601BEB4d       20090101024700100000100000 0400899120003640   
0601BEB4d       20090101024800100000100000 0400902880003640   
0601BEB4d       20090101024900100000100000 0400906670003641   
0601BEB4d       20090101025000100000100000 0400910440003641   
0601BEB4d       20090101025100100000100000 0400914200003642   
0601BEB4d       20090101025200100000100000 0400917990003642   
0601BEB4d       20090101025300100000100000 0400921750003643   
0601BEB4d       20090101025400100000100000 0400925510003643   
0601BEB4d       20090101025500100000100000 0400929310003644   
0601BEB4d       20090101025600100000100000 0400933070003644   
0601BEB4d       20090101025700100000100000 0400936830003645   
0601BEB4d       20090101025800100000100000 0400940630003645   
0601BEB4d       20090101025900100000100000 0400944390003646   
0601BEB4d       20090101026000100000100000 0400948150003646   
0601BEB4d       20090101026100100000100000 0400951950003647   
0601BEB4d       20090101026200100000100000 0400955710003647   
0601BEB4d       20090101026300100000100000 0400959470003648   
0601BEB4d       20090101026400100000100000 0400963270003648   
0601BEB4d       20090101026500100000100000 0400967030003649   
0601BEB4d       20090101026600100000100000 0400970790003649   
