00ZG               20081202                                                                                   
0601ZGB4d       20090101000025100000005000 0400000000000000   
0601ZGB4d       20090101000030100000005000 0400000000000000   
0601ZGB4d       20090101000035100000005000 0400000000000000   
0601ZGB4d       20090101000040100000005000 0400000000000000   
0601ZGB4d       20090101000045100000005000 0400000000000000   
0601ZGB4d       20090101000050100000005000 0400000000000000   
0601ZGB4d       20090101000055100000005000 0400000000000000   
0601ZGB4d       20090101000060100000005000 0400000000000000   
0601ZGB4d       20090101000065100000005000 0400000000000000   
0601ZGB4d       20090101000070100000005000 0400000000000000   
0601ZGB4d       20090101000075100000005000 0400000000000000   
0601ZGB4d       20090101000080100000005000 0400000000000000   
0601ZGB4d       20090101000085100000005000 0400000000000000   
0601ZGB4d       20090101000090100000005000 0400000000000000   
0601ZGB4d       20090101000095100000005000 0400000000000000   
0601ZGB4d       20090101000100100000005000 0400000000000000   
0601ZGB4d       20090101000105100000005000 0400000000000000   
0601ZGB4d       20090101000110100000005000 0400000000000000   
0601ZGB4d       20090101000115100000005000 0400000000000000   
0601ZGB4d       20090101000120100000005000 0400000000000000   
0601ZGB4d       20090101000125100000005000 0400000000000000   
0601ZGB4d       20090101000130100000005000 0400000000000000   
0601ZGB4d       20090101000135100000005000 0400000000000000   
0601ZGB4d       20090101000140100000005000 0400000000000000   
0601ZGB4d       20090101000145100000005000 0400000000000000   
0601ZGB4d       20090101000150100000005000 0400000000000000   
0601ZGB4d       20090101000155100000005000 0400000000000000   
0601ZGB4d       20090101000160100000005000 0400000000000000   
0601ZGB4d       20090101000165100000005000 0400000000000000   
0601ZGB4d       20090101000170100000005000 0400000000000000   
0601ZGB4d       20090101000175100000005000 0400000000000000   
0601ZGB4d       20090101000180100000005000 0400000000000000   
0601ZGB4d       20090101000185100000005000 0400000000000000   
0601ZGB4d       20090101000190100000005000 0400000000000000   
0601ZGB4d       20090101000195100000005000 0400000000000000   
0601ZGB4d       20090101000200100000005000 0400000000000000   
0601ZGB4d       20090101000205100000005000 0400000000000000   
0601ZGB4d       20090101000210100000005000 0400000000000000   
0601ZGB4d       20090101000215100000005000 0400000000000000   
0601ZGB4d       20090101000220100000005000 0400000000000000   
0601ZGB4d       20090101000225100000005000 0400000000000000   
0601ZGB4d       20090101000230100000005000 0400000000000000   
0601ZGB4d       20090101000235100000005000 0400000000000000   
0601ZGB4d       20090101000240100000005000 0400000000000000   
0601ZGB4d       20090101000245100000005000 0400000000000000   
0601ZGB4d       20090101000250100000005000 0400000000000000   
0601ZGB4d       20090101000255100000005000 0400000000000000   
0601ZGB4d       20090101000260100000005000 0400000000000000   
0601ZGB4d       20090101000265100000005000 0400000000000000   
0601ZGB4d       20090101000270100000005000 0400000000000000   
0601ZGB4d       20090101000275100000005000 0400000000000000   
0601ZGB4d       20090101000280100000005000 0400000000000000   
0601ZGB4d       20090101000285100000005000 0400000000000000   
0601ZGB4d       20090101000290100000005000 0400000000000000   
0601ZGB4d       20090101000295100000005000 0400000000000000   
0601ZGB4d       20090101000300100000005000 0400000000000000   
0601ZGB4d       20090101000305100000005000 0400000000000000   
0601ZGB4d       20090101000310100000005000 0400000000000000   
0601ZGB4d       20090101000315100000005000 0400000000000000   
0601ZGB4d       20090101000320100000005000 0400000000000000   
0601ZGB4d       20090101000325100000005000 0400000000000000   
0601ZGB4d       20090101000330100000005000 0400000000000000   
0601ZGB4d       20090101000335100000005000 0400000000000000   
0601ZGB4d       20090101000340100000005000 0400000000000000   
0601ZGB4d       20090101000345100000005000 0400000000000000   
0601ZGB4d       20090101000350100000005000 0400000000000000   
0601ZGB4d       20090101000355100000005000 0400000000000000   
0601ZGB4d       20090101000360100000005000 0400000000000000   
0601ZGB4d       20090101000365100000005000 0400000000000000   
0601ZGB4d       20090101000370100000005000 0400000000000000   
0601ZGB4d       20090101000375100000005000 0400000000000000   
0601ZGB4d       20090101000380100000005000 0400000000000000   
0601ZGB4d       20090101000385100000005000 0400000000000000   
0601ZGB4d       20090101000390100000005000 0400000000000000   
0601ZGB4d       20090101000395100000005000 0400000000000000   
0601ZGB4d       20090101000400100000005000 0400000000000000   
0601ZGB4d       20090101000405100000005000 0400000000000000   
0601ZGB4d       20090101000410100000005000 0400000000000000   
0601ZGB4d       20090101000415100000005000 0400000000000000   
0601ZGB4d       20090101000420100000005000 0400000000000000   
0601ZGB4d       20090101000425100000005000 0400000000000000   
0601ZGB4d       20090101000430100000005000 0400000000000000   
0601ZGB4d       20090101000435100000005000 0400000000000000   
0601ZGB4d       20090101000440100000005000 0400000000000000   
0601ZGB4d       20090101000445100000005000 0400000000000000   
0601ZGB4d       20090101000450100000005000 0400000000000000   
0601ZGB4d       20090101000455100000005000 0400000000000000   
0601ZGB4d       20090101000460100000005000 0400000000000000   
0601ZGB4d       20090101000465100000005000 0400000000000000   
0601ZGB4d       20090101000470100000005000 0400000000000000   
0601ZGB4d       20090101000475100000005000 0400000000000000   
0601ZGB4d       20090101000480100000005000 0400000000000000   
0601ZGB4d       20090101000485100000005000 0400000000000000   
0601ZGB4d       20090101000490100000005000 0400000000000000   
0601ZGB4d       20090101000495100000005000 0400000000000000   
0601ZGB4d       20090101000500100000005000 0400000000000000   
0601ZGB4d       20090101000505100000005000 0400000000000000   
0601ZGB4d       20090101000510100000005000 0400000000000000   
0601ZGB4d       20090101000515100000005000 0400000000000000   
0601ZGB4d       20090101000520100000005000 0400000000000000   
0601ZGB4d       20090101000525100000005000 0400000000000000   
0601ZGB4d       20090101000530100000005000 0400000000000000   
0601ZGB4d       20090101000535100000005000 0400000000000000   
0601ZGB4d       20090101000540100000005000 0400000000000000   
0601ZGB4d       20090101000545100000005000 0400000000000000   
0601ZGB4d       20090101000550100000005000 0400000000000000   
0601ZGB4d       20090101000555100000005000 0400000000000000   
0601ZGB4d       20090101000560100000005000 0400000000000000   
0601ZGB4d       20090101000565100000005000 0400000000000000   
0601ZGB4d       20090101000570100000005000 0400000000000000   
0601ZGB4d       20090101000575100000005000 0400000000000000   
0601ZGB4d       20090101000580100000005000 0400000000000000   
0601ZGB4d       20090101000585100000005000 0400000000000000   
0601ZGB4d       20090101000590100000005000 0400000000000000   
0601ZGB4d       20090101000595100000005000 0400000000000000   
0601ZGB4d       20090101000600100000005000 0400000000000000   
0601ZGB4d       20090101000605100000005000 0400000000000000   
0601ZGB4d       20090101000610100000005000 0400000000000000   
0601ZGB4d       20090101000615100000005000 0400000000000000   
0601ZGB4d       20090101000620100000005000 0400000000000000   
0601ZGB4d       20090101000625100000005000 0400000000000000   
0601ZGB4d       20090101000630100000005000 0400000000000000   
0601ZGB4d       20090101000635100000005000 0400000000000000   
0601ZGB4d       20090101000640100000005000 0400000020000003   
0601ZGB4d       20090101000645100000005000 0400000030000005   
0601ZGB4d       20090101000650100000005000 0400000030000005   
0601ZGB4d       20090101000655100000005000 0400000040000006   
0601ZGB4d       20090101000660100000005000 0400000040000006   
0601ZGB4d       20090101000665100000005000 0400000040000006   
0601ZGB4d       20090101000670100000005000 0400000050000007   
0601ZGB4d       20090101000675100000005000 0400000050000007   
0601ZGB4d       20090101000680100000005000 0400000060000009   
0601ZGB4d       20090101000685100000005000 0400000060000009   
0601ZGB4d       20090101000690100000005000 0400000070000010   
0601ZGB4d       20090101000695100000005000 0400000070000010   
0601ZGB4d       20090101000700100000005000 0400000070000010   
0601ZGB4d       20090101000705100000005000 0400000080000011   
0601ZGB4d       20090101000710100000005000 0400000080000011   
0601ZGB4d       20090101000715100000005000 0400000090000013   
0601ZGB4d       20090101000720100000005000 0400000090000012   
0601ZGB4d       20090101000725100000005000 0400000090000012   
0601ZGB4d       20090101000730100000005000 0400000100000014   
0601ZGB4d       20090101000735100000005000 0400000100000014   
0601ZGB4d       20090101000740100000005000 0400000110000015   
0601ZGB4d       20090101000745100000005000 0400000110000015   
0601ZGB4d       20090101000750100000005000 0400000130000017   
0601ZGB4d       20090101000755100000005000 0400000140000018   
0601ZGB4d       20090101000760100000005000 0400000150000020   
0601ZGB4d       20090101000765100000005000 0400000170000022   
0601ZGB4d       20090101000770100000005000 0400000180000023   
0601ZGB4d       20090101000775100000005000 0400000190000024   
0601ZGB4d       20090101000780100000005000 0400000200000026   
0601ZGB4d       20090101000785100000005000 0400000210000027   
0601ZGB4d       20090101000790100000005000 0400000220000028   
0601ZGB4d       20090101000795100000005000 0400000240000030   
0601ZGB4d       20090101000800100000005000 0400000250000031   
0601ZGB4d       20090101000805100000005000 0400000270000033   
0601ZGB4d       20090101000810100000005000 0400000280000034   
0601ZGB4d       20090101000815100000005000 0400000300000037   
0601ZGB4d       20090101000820100000005000 0400000320000039   
0601ZGB4d       20090101000825100000005000 0400000340000041   
0601ZGB4d       20090101000830100000005000 0400000360000043   
0601ZGB4d       20090101000835100000005000 0400000380000045   
0601ZGB4d       20090101000840100000005000 0400000400000047   
0601ZGB4d       20090101000845100000005000 0400000420000050   
0601ZGB4d       20090101000850100000005000 0400000450000053   
0601ZGB4d       20090101000855100000005000 0400000480000056   
0601ZGB4d       20090101000860100000005000 0400000500000058   
0601ZGB4d       20090101000865100000005000 0400000530000061   
0601ZGB4d       20090101000870100000005000 0400000560000064   
0601ZGB4d       20090101000875100000005000 0400000580000066   
0601ZGB4d       20090101000880100000005000 0400000610000069   
0601ZGB4d       20090101000885100000005000 0400000630000071   
0601ZGB4d       20090101000890100000005000 0400000660000074   
0601ZGB4d       20090101000895100000005000 0400000690000077   
0601ZGB4d       20090101000900100000005000 0400000720000080   
0601ZGB4d       20090101000905100000005000 0400000750000083   
0601ZGB4d       20090101000910100000005000 0400000780000085   
0601ZGB4d       20090101000915100000005000 0400000810000088   
0601ZGB4d       20090101000920100000005000 0400000850000092   
0601ZGB4d       20090101000925100000005000 0400000890000096   
0601ZGB4d       20090101000930100000005000 0400000920000099   
0601ZGB4d       20090101000935100000005000 0400000960000102   
0601ZGB4d       20090101000940100000005000 0400001000000106   
0601ZGB4d       20090101000945100000005000 0400001030000109   
0601ZGB4d       20090101000950100000005000 0400001070000112   
0601ZGB4d       20090101000955100000005000 0400001110000116   
0601ZGB4d       20090101000960100000005000 0400001140000118   
0601ZGB4d       20090101000965100000005000 0400001180000122   
0601ZGB4d       20090101000970100000005000 0400001220000125   
0601ZGB4d       20090101000975100000005000 0400001250000128   
0601ZGB4d       20090101000980100000005000 0400001290000131   
0601ZGB4d       20090101000985100000005000 0400001330000135   
0601ZGB4d       20090101000990100000005000 0400001360000137   
0601ZGB4d       20090101000995100000005000 0400001400000140   
0601ZGB4d       20090101001000100000005000 0400001440000144   
0601ZGB4d       20090101001005100000005000 0400001470000146   
0601ZGB4d       20090101001010100000005000 0400001510000149   
